"","Class","MAperF","MTotF","MCoreF","AreaF","IR2F","csfF","EllipF","MAperJ","MTotJ","MCoreJ","AreaJ","IR2J","csfJ","EllipJ","MAperN","MTotN","MCoreN","AreaN","IR2N","csfN","EllipN"
"104589",0,20418,20164,20787,25000,1963,700,464,20229,20213,20748,20000,1526,1000,45,21284,20906,21623,10000,1251,1040,296
"110946",0,17165,17131,17858,83000,2181,1000,38,18630,18705,19137,53000,1781,920,146,18054,18027,18617,59000,1900,980,39
"25594",0,18043,18019,18648,61000,2060,900,166,19463,19423,19926,42000,1911,840,188,18150,18119,18802,36000,1808,2900,92
"38406",0,18018,17920,18709,63000,2140,1020,182,18510,18555,19012,59000,1838,940,146,20075,19956,20250,24000,1517,900,183
"58112",0,18194,18112,18841,60000,2225,1000,276,18377,18424,18820,55000,1750,920,25,19702,19682,20208,34000,1815,1160,73
"15263",0,17738,17682,18478,75000,2311,1020,126,19198,19246,19682,44000,1773,880,223,18141,18046,18825,64000,2293,1020,180
"1301",0,18916,18994,19750,44000,2057,1020,69,20242,20340,20799,26000,1584,1020,165,19318,19233,19989,39000,2035,1060,311
"122224",0,16302,16224,17153,120000,2476,1060,113,16975,16965,17711,98000,2200,1160,44,17592,17593,18225,72000,2026,1040,92
"4227",0,17766,17738,18457,52000,2003,1020,74,18299,18321,18869,57000,1904,960,17,19006,19001,19697,43000,2015,1100,274
"90639",0,19398,19383,20145,33000,1791,920,59,19950,20049,20476,31000,1633,1020,121,20713,20419,21063,13000,1447,1140,294
"43507",0,16911,16844,17671,98000,2412,1080,92,18309,18365,18773,60000,1785,940,74,17729,17519,18336,84000,2324,1020,154
"54087",0,18740,18701,19507,62000,2414,1020,358,19701,19808,20547,33000,1899,1200,162,19347,19346,20329,30000,1894,1320,197
"99635",0,16191,16173,17001,111000,2293,1080,38,17926,17967,18591,64000,2002,1080,63,16936,16910,17551,87000,2094,1060,144
"10046",0,18006,17845,19053,76000,2604,1120,106,19489,19651,19932,40000,1663,1000,287,18797,18727,19496,49000,2168,2850,186
"16485",0,17900,17861,18605,63000,2106,1020,107,19259,19355,19740,40000,1657,920,131,18377,18355,18907,49000,1773,980,115
"39845",0,19075,19025,19549,47000,2065,900,318,19386,19448,19722,35000,1577,840,38,19606,19601,20996,34000,2655,2500,542
"125045",0,17018,16852,17773,103000,2574,1020,48,18501,18497,18941,53000,1786,900,180,17761,17729,18451,52000,2105,2800,59
"122838",0,17591,17529,18370,84000,2414,1020,115,17878,17873,18433,62000,1934,1020,54,19025,19073,19440,39000,1652,920,165
"100885",0,16467,16410,17257,102000,2316,1080,67,17261,17230,17960,94000,2249,1160,164,17759,17747,18295,65000,1916,980,112
"25672",0,18701,18707,19353,37000,1928,1000,35,19866,19846,20407,34000,1681,880,154,20375,20313,20702,21000,1628,860,338
"96755",0,19588,19609,19999,33000,1746,900,141,19337,19333,19947,38000,1772,980,30,20974,21030,21244,8000,983,700,401
"124884",0,18723,18622,19543,60000,2536,1020,218,19131,19195,19554,27000,1576,860,78,20373,20311,20754,22000,1649,1060,325
"97432",0,16884,16810,17652,96000,2390,1020,97,17748,17807,18341,67000,1947,1000,26,17997,17968,18549,58000,1948,1020,173
"133343",0,15695,15614,16518,142000,2515,1040,23,17415,17456,18032,76000,1964,1060,32,16334,16315,17048,106000,2189,1140,87
"22731",0,17126,17089,17939,89000,2331,1040,77,18541,18703,18921,51000,1651,920,101,17223,17210,17870,75000,2054,2950,98
"123398",0,19738,19678,20505,25000,1854,960,135,21825,21316,21379,10000,1268,860,278,21268,21055,21942,10000,1228,980,500
"106662",0,15422,15352,16450,93000,2515,1300,209,16490,16519,17315,87000,2277,1240,183,16330,16285,17201,105000,2481,1260,204
"42184",0,19518,19560,19896,28000,1526,840,141,21922,21420,21627,7000,1301,860,499,19437,19504,19962,32000,1727,980,136
"114786",0,15631,15574,16485,146000,2483,1140,34,16564,16637,17288,111000,2174,1180,40,16783,16781,17350,88000,1941,1000,43
"76948",0,16438,16388,17163,109000,2273,1060,94,17190,17256,17856,82000,2023,1140,48,17689,17646,18238,65000,1889,1000,141
"1199",0,18199,18263,18931,58000,2043,920,85,18119,18126,18676,61000,1897,960,134,19317,19108,20083,36000,2487,1040,516
"21588",0,16726,16662,17525,73000,2287,1020,59,17419,17482,18044,78000,2075,1060,119,17767,17686,18410,73000,2135,1020,118
"66229",0,16856,16763,17529,103000,2327,1020,105,18063,18143,18573,70000,2017,940,134,18048,18031,18639,55000,1896,1020,143
"21185",0,18485,18482,19268,31000,1850,960,51,20059,20310,20263,33000,1564,920,262,18895,18836,19534,42000,1903,1020,175
"124682",0,18303,18249,19041,59000,2131,940,130,18319,18323,18826,59000,1830,960,127,19882,19881,20417,26000,1661,940,55
"114978",0,18953,18925,19656,45000,2029,1020,271,19309,19369,19782,39000,1670,900,143,19895,19865,20699,25000,1756,1260,121
"63058",0,17904,17886,18518,64000,2119,980,96,18153,18280,18563,58000,1678,920,172,19081,19115,19950,41000,2072,2550,31
"78958",0,19540,19593,20119,32000,1682,960,86,20908,20916,21300,14000,1336,940,169,19739,19682,20477,28000,1795,2800,319
"118815",0,17698,17708,18377,74000,2104,980,58,19263,19327,19829,38000,1861,960,66,18186,18127,18802,63000,2052,1020,50
"93106",0,17612,17576,18277,51000,2136,1000,194,18381,18466,18823,50000,1695,960,173,19024,18970,19544,41000,1839,920,205
"4839",0,17735,17676,18497,69000,2199,1020,23,19235,19315,19586,41000,1589,840,59,17885,17861,18464,54000,1832,960,56
"6008",0,17697,17684,18452,66000,2182,1020,137,18063,18140,18509,60000,1735,920,104,18845,18789,19497,38000,1904,2950,236
"7329",0,18096,18106,18952,58000,2198,1060,164,19281,19325,19870,37000,1710,940,155,18844,18878,19392,42000,1879,940,104
"7175",0,17702,17664,18425,64000,2185,940,87,18609,18658,19209,45000,1839,960,65,18492,18432,19186,53000,2164,1040,156
"244",0,16101,15937,16964,164000,2982,1060,275,17035,17112,17746,98000,2230,1120,227,16864,16790,17562,98000,2381,2850,225
"52813",0,16395,16360,17214,114000,2392,1120,83,17707,17872,18241,66000,1807,980,37,17380,17443,17981,73000,1930,1000,113
"108431",0,19469,19430,20102,35000,1797,900,258,20965,21031,20728,26000,1459,780,296,19836,19713,21087,20000,1964,2150,412
"18637",0,17120,17065,17969,95000,2374,1080,128,18095,18205,18610,58000,1800,960,170,18116,18092,18710,38000,1876,980,151
"86314",0,17378,17381,18020,92000,2480,940,258,18756,18831,19213,23000,1495,860,209,17917,17936,18456,57000,1828,1020,95
"129465",0,17779,17786,18458,77000,2276,1020,131,19320,19361,19785,33000,1703,900,129,18348,18269,19049,62000,2156,1020,127
"67134",0,18602,18617,19197,49000,1924,1020,116,18757,18842,19144,52000,1772,880,178,19964,19888,20658,23000,1657,1080,207
"58861",0,19229,19284,19842,32000,1874,960,154,19462,19459,19879,38000,1696,980,213,20091,20179,20848,16000,1528,1260,363
"89976",0,17311,17262,18019,72000,2116,1020,6,17842,17913,18298,66000,1796,960,90,18703,18691,19356,47000,2106,2750,260
"65258",0,18933,18960,19462,38000,1746,880,153,20235,20259,20630,25000,1540,980,51,19472,19400,20191,34000,1885,1120,351
"9007",0,18860,18830,19853,43000,2139,1120,94,20152,20257,20617,28000,1625,920,402,20514,20303,20620,18000,1523,940,39
"6387",0,18724,18673,19462,46000,2131,940,68,20212,20324,20386,28000,1431,860,141,19504,19533,19976,34000,1670,960,200
"48115",0,18005,18001,18617,45000,1946,940,158,20431,20521,20177,28000,1345,780,205,17966,17908,18592,64000,2038,1020,7
"51955",0,15624,15568,16605,140000,2546,1240,41,16459,16492,17279,114000,2308,1220,41,16667,16634,17287,100000,2135,1020,90
"65722",0,17782,17716,18401,60000,1985,940,148,18996,19105,19372,49000,1694,880,78,18718,18672,19396,50000,1952,1140,120
"86655",0,17002,16965,17674,83000,2148,1000,85,17679,17727,18204,64000,1823,1020,76,18263,18214,18824,55000,1883,1000,115
"132056",0,18942,18929,19713,47000,2134,1020,151,19889,19912,20326,27000,1437,920,160,19915,19869,20372,26000,1721,900,300
"125999",0,17591,17529,18352,81000,2448,1060,206,18191,18263,18662,57000,1813,980,240,18664,18675,19495,54000,2245,2650,298
"30399",0,17301,17251,17989,86000,2227,1020,75,18760,18868,19113,47000,1762,880,156,17390,17334,17979,75000,2030,1020,132
"128098",0,18542,18536,19207,49000,1948,1000,44,19710,19804,20270,32000,1652,940,153,18474,18406,19034,55000,1874,960,139
"94701",0,16405,16372,17157,77000,2182,1060,19,17382,17442,17986,58000,1927,1060,18,17609,17585,18187,75000,2006,940,129
"32255",0,18567,18507,19269,45000,2158,1020,254,19042,19127,19409,40000,1625,900,208,19685,19609,20332,38000,2227,2950,234
"15347",0,15312,15219,16187,78000,2378,1160,106,16377,16418,17220,89000,2294,1280,115,16273,16233,17017,85000,2256,1160,71
"58244",0,18704,18640,19350,46000,1920,1080,89,20529,20495,20564,23000,1438,820,271,19129,19002,19832,36000,1821,1080,322
"74569",0,16747,16648,17451,101000,2326,1040,72,17534,17519,18161,73000,2052,1120,92,18037,18031,18618,58000,1949,1020,177
"67002",0,17191,17135,17909,85000,2277,1020,100,17709,17803,18242,66000,1820,1020,54,18760,18689,19526,52000,2146,2800,224
"115166",0,15822,15757,16673,136000,2434,1100,88,17325,17385,17983,79000,2009,1120,129,16614,16557,17270,98000,2211,1080,122
"95983",0,14532,14491,15024,172000,2148,700,14,16222,16278,17080,124000,2328,1240,50,16167,16129,16948,119000,2301,1120,34
"60476",0,18774,18734,19370,32000,1838,960,154,20126,20056,20400,22000,1732,760,266,19330,19348,20105,35000,2015,2500,333
"38633",0,19047,19008,19621,39000,1958,920,250,19320,19422,19740,36000,1619,880,112,19649,19781,20239,18000,1519,980,355
"3859",0,18501,18489,19475,60000,2309,1020,35,19526,19649,20145,39000,1894,900,227,18842,18622,19769,45000,2278,2600,246
"108952",0,20046,20109,20338,23000,1519,860,224,20077,20084,20507,29000,1598,900,204,20659,20579,21065,11000,1155,940,169
"316",0,16125,16024,17005,145000,2702,1020,45,17393,17437,18033,82000,1997,1080,6,16283,16231,17046,60000,2172,2750,109
"65306",0,16195,16171,16987,107000,2283,1100,45,16998,17030,17682,92000,2114,1120,74,17443,17408,18038,72000,2027,1020,116
"30060",0,18645,18612,19316,46000,2012,1020,142,20205,20238,20585,27000,1645,840,314,18933,18818,19628,42000,1955,2900,234
"23885",0,18805,18728,19517,49000,2083,1020,244,19074,19148,19441,42000,1613,820,40,20080,19970,20636,18000,1483,960,87
"74626",0,19030,19040,19652,41000,1950,1000,191,19134,19242,19549,38000,1593,880,188,20488,20109,20988,24000,2470,1240,583
"93253",0,19230,19194,19876,37000,1876,1040,53,21615,20932,21367,16000,1307,840,291,20615,20589,21158,14000,1373,940,174
"94779",0,17713,17586,18410,72000,2160,1020,14,18801,18704,19295,63000,2428,960,448,18759,18584,19452,54000,2272,1020,230
"119752",0,18243,18232,18897,58000,2106,1020,210,19649,19565,20128,34000,1758,880,444,18931,18894,19681,43000,2119,2850,30
"74622",0,18312,18288,18950,51000,2053,940,161,19675,19743,19979,30000,1402,860,153,19600,19533,20051,29000,1668,1080,83
"43992",0,18682,18622,19209,32000,2022,940,277,19407,19467,19829,36000,1760,900,214,20395,20401,20669,23000,1634,1120,346
"95301",0,19390,19333,19956,31000,1742,900,154,20159,20262,20298,30000,1473,780,357,20427,20709,21213,9000,1201,1220,84
"77200",0,16701,16663,17410,53000,2020,1060,88,17573,17622,18186,69000,1919,1080,162,18118,18163,18576,56000,1763,920,124
"119262",0,20069,19985,20290,23000,1521,880,179,20574,20664,21008,16000,1440,1040,170,20130,20289,21050,17000,1509,2500,170
"113068",0,15729,15656,16609,137000,2498,1140,63,16722,16725,17453,104000,2227,1180,116,16801,16780,17473,95000,2196,2800,145
"50785",0,19006,18988,19468,36000,1741,860,75,19826,19992,20118,35000,1664,940,171,20278,20327,20793,19000,1374,940,220
"64189",0,16395,16337,17120,108000,2251,1040,53,17898,18000,18356,59000,1708,940,117,16943,16922,17515,82000,2003,1020,34
"9683",0,18381,18220,19287,64000,2406,1020,55,20057,20091,20474,28000,1621,940,171,18746,18587,19412,40000,1954,2950,84
"122687",0,19043,18962,19900,43000,2057,1020,82,20489,20501,21159,23000,1632,1060,364,20025,19970,20929,28000,2016,1340,239
"91998",0,19999,20097,20614,23000,1609,960,154,20589,20579,20958,22000,1433,860,275,20823,21222,21456,10000,1138,940,79
"17582",0,18205,18119,18872,59000,2137,900,123,19245,19350,19706,39000,1648,880,53,19031,19028,19613,35000,1685,960,163
"14037",0,20444,20204,20834,18000,1608,940,143,20607,20697,21223,14000,1426,1140,334,20388,20409,21053,16000,1945,1080,444
"81454",0,17946,17970,18618,63000,2097,920,49,18930,18979,19302,43000,1539,900,117,19381,19239,19877,43000,2211,940,424
"117026",0,17888,17834,18549,63000,2045,1000,42,19372,19327,19817,39000,1722,860,212,18035,17967,18630,60000,1995,1020,181
"116226",0,17298,17241,18063,71000,2131,1080,78,18744,18802,19319,48000,1838,940,196,17701,17632,18484,71000,2222,2650,133
"34331",0,16697,16658,17459,98000,2343,1040,7,18232,18356,18738,57000,1774,980,21,16788,16756,17436,90000,2124,1080,37
"4943",0,17009,16999,17720,93000,2199,1020,53,17583,17642,18159,67000,1853,1040,32,17978,17952,18644,53000,1933,1040,52
"74222",0,18411,18387,19020,48000,1894,1000,142,19821,19796,19989,29000,1497,860,186,18694,18528,19478,53000,2410,2700,347
"110650",0,18512,18459,19203,61000,2304,960,321,19078,19094,19663,50000,2049,940,291,19480,19338,20518,36000,2405,2350,177
"13460",0,18141,18100,18856,54000,2036,1020,84,18986,19008,19405,47000,1664,860,36,19513,19555,19931,34000,1800,980,287
"84205",0,19073,18977,19794,47000,2247,1020,284,20412,20287,20804,21000,1521,980,208,19873,19913,20480,26000,1788,1040,124
"24978",0,17694,17693,18368,82000,2625,1020,381,19185,19223,19637,25000,1637,880,102,17648,17600,18234,70000,2129,940,254
"8018",0,19641,19701,20311,21000,1473,840,99,19601,19591,20262,33000,1676,960,54,20458,20434,21127,19000,1735,1020,167
"6482",0,18742,18779,19381,36000,1848,900,35,18976,19033,19364,38000,1611,880,55,21647,20570,20961,10000,1276,880,330
"73525",0,17658,17636,18316,71000,2045,1020,60,19136,19258,19458,38000,1554,820,222,18165,18123,18680,51000,1757,940,49
"69370",0,19947,20068,20495,17000,1404,800,238,22107,21428,21559,12000,1266,780,331,19760,19783,20331,19000,1336,880,168
"69540",0,18449,18406,19178,52000,2080,1000,189,19827,19892,20238,32000,1547,920,141,19181,19134,19725,39000,1872,980,229
"102257",0,17304,17221,17982,85000,2096,980,14,17658,17718,18211,68000,1871,1060,62,18809,18759,19321,40000,1843,1020,162
"56833",0,16491,16454,17209,98000,2173,1060,43,17916,17945,18433,60000,1822,1020,53,17394,17376,17968,70000,1922,960,62
"64261",0,17289,17184,17919,78000,2163,940,11,18747,18781,19179,47000,1693,920,102,17724,17753,18250,69000,1870,940,85
"70513",0,18987,18954,19765,38000,1930,1020,131,20479,20476,20882,16000,1366,860,90,19233,19266,19665,39000,1727,880,338
"135590",0,15428,15341,16243,137000,2615,1020,112,16488,16537,17271,112000,2240,1200,176,16536,16475,17303,105000,2284,1100,82
"124800",0,15676,15588,16578,157000,2650,1140,19,16765,16784,17495,97000,2130,1180,46,16791,16727,17476,109000,2322,1080,218
"132653",0,18240,18098,19038,57000,2279,1020,220,19529,19587,19955,30000,1583,900,159,18446,18371,19053,52000,1924,1040,82
"48118",0,17335,17335,17951,74000,1989,940,135,18201,18263,18627,68000,1902,940,276,18520,18516,19159,48000,1942,1020,184
"26532",0,17829,17812,18568,60000,2096,2900,28,19475,19500,19822,38000,1553,820,84,18547,18531,19266,53000,2118,2750,174
"60441",0,18366,18313,19061,45000,1885,1020,160,19497,19443,20185,36000,1802,2850,111,18314,18236,18936,52000,1969,1060,70
"28566",0,19414,19360,19931,27000,1649,840,271,20466,20382,20956,29000,1985,2850,426,20973,20736,21038,10000,1186,900,259
"37621",0,15195,15152,15962,163000,2425,1020,41,15911,15973,16482,125000,2070,0,23,16370,16320,17044,105000,2196,1040,38
"53155",0,17285,17188,18037,83000,2340,2900,139,18536,18559,19031,55000,1927,940,201,17938,17880,18589,65000,2206,2900,171
"27320",0,20352,20259,20533,21000,1576,780,171,20390,20727,21312,15000,1535,2800,342,19997,20518,21022,10000,1232,2700,159
"99075",0,19705,20084,20600,17000,1497,2850,67,21333,21115,21463,15000,1484,800,403,20207,20746,21197,8000,1132,2550,288
"105625",0,20200,20161,20772,20000,1639,1040,208,20994,20728,21076,15000,1445,920,325,23005,21045,21234,6000,978,300,435
"33103",0,19356,19279,20128,33000,1902,2900,145,20020,20119,20488,22000,1386,820,155,21369,21180,21581,9000,1053,700,355
"126759",0,16160,16097,16958,117000,2386,1060,19,17831,17915,18384,61000,1866,2950,130,16991,16970,17624,78000,2000,1060,141
"81514",0,19352,19305,19976,42000,1989,960,155,19898,19959,20900,30000,1978,2450,276,19504,19418,20418,41000,2032,1260,103
"62151",0,19154,19043,19787,26000,2212,2950,538,19504,19551,20080,30000,1854,1060,276,20801,20585,21195,19000,1819,1180,532
"136717",0,17427,17383,18221,80000,2268,980,179,17722,17786,18337,72000,2006,2900,88,18348,18252,19116,62000,2428,2800,250
"16914",0,14481,14412,15191,198000,2567,1020,50,15788,15804,16584,157000,2483,2600,45,15766,15708,16682,141000,2451,1280,55
"73909",0,15722,15663,16573,94000,2390,1180,99,16605,16611,17297,108000,2196,2750,63,16717,16673,17425,99000,2326,1120,191
"38198",0,15587,15453,16408,37000,1882,2850,27,16577,16538,17350,35000,1829,1140,53,16650,16567,17354,31000,1753,2900,114
"3335",0,18910,18906,19920,53000,2265,1020,139,20042,20085,20926,32000,2126,2600,353,19350,19238,20301,35000,1975,2550,164
"66349",0,19987,19773,20668,24000,1867,2850,320,20937,21695,21986,6000,1295,960,438,20539,20636,21044,18000,1454,920,264
"71938",0,14057,13988,14617,200000,2444,2900,23,15427,15404,16037,138000,2425,0,119,15617,15585,16552,145000,2460,1320,102
"2014",0,14146,13970,15019,299000,3315,1020,57,15115,15127,15842,211000,2632,0,66,15087,14998,16355,203000,2943,1560,76
"45651",0,16379,16337,17147,86000,2324,1100,81,17338,17427,17984,79000,2063,2850,75,17336,17247,18016,79000,2451,2800,319
"111092",0,13483,13392,14246,251000,2735,1120,115,15290,15230,16052,204000,2695,0,144,15235,15159,16400,182000,2841,1560,99
"16430",0,17469,17427,18172,74000,2175,2950,93,18787,18764,19188,47000,1836,880,217,18274,18284,18938,53000,2012,1020,83
"82447",0,16833,16927,17678,27000,1741,2850,128,17778,17851,18328,35000,1709,960,74,17917,17962,18469,26000,1618,940,186
"72755",0,19166,19158,19834,40000,1974,2900,137,20852,20760,21421,15000,1599,1220,381,20842,20835,21186,14000,1547,1080,391
"40720",0,14303,14124,14932,206000,3154,1020,407,16042,15815,17088,176000,3631,2350,482,15951,15897,16816,21000,1613,1220,119
"27555",0,18773,19058,19651,25000,1767,2750,177,20272,21189,21287,10000,1295,2700,129,19325,19318,19766,33000,1598,920,171
"18121",0,16795,16717,17594,98000,2506,2850,165,18049,18176,18601,68000,2071,1000,275,17564,17498,18192,78000,2113,1020,117
"118828",0,17415,17570,18278,34000,1950,2800,282,18484,18584,19268,35000,1991,2600,339,18519,18351,19539,64000,2528,2400,333
"69108",0,17441,17361,18128,78000,2327,2950,169,18697,18788,19146,50000,1761,900,151,18300,18239,18975,51000,2135,2800,185
"50791",0,13967,13879,14694,270000,2743,1140,42,14911,14939,15374,96000,2023,0,66,15342,15302,16422,150000,2612,1420,11
"64152",0,15838,15783,16667,126000,2414,1140,59,16779,16839,17504,93000,2119,2700,119,16864,16827,17538,84000,2165,1080,105
"135031",0,19933,19856,20322,25000,1693,840,224,20177,20250,21110,18000,1562,2500,223,19736,19746,20500,21000,1488,2950,54
"24850",0,19926,19935,20689,17000,1479,2950,142,20758,21013,21645,13000,1493,2500,434,20058,20159,20830,13000,1536,2450,65
"65220",0,14284,14219,14870,170000,2430,1020,88,15298,15344,15730,150000,2050,0,156,15756,15735,16669,133000,2427,1300,116
